id,sentence,queryId,correct,
WR-P-P-G0000157/WR-P-P-G-0000080476.p.10.s.2.xml,"Dergelijke landen zouden geweerd moeten kunnen worden uit de Organisatie van Amerikaanse Staten , luidde hun voorstel .",^q_1_pos,!0,
WR-P-P-G0000157/WR-P-P-G-0000080519.p.4.s.5.xml,Het enige dat je moet doen is komen opdagen en proberen de tocht uit te fietsen . '',^q_1_pos,0,
WR-P-P-G0000157/WR-P-P-G-0000080569.p.3.s.3.xml,Nadat de Egyptenaren de Italiaanse politie hadden gewaarschuwd zou zijn gebleken dat het om twee gezochte terroristen ging .,^q_1_pos,0,
WR-P-P-G0000160/WR-P-P-G-0000082271.p.5.s.6.xml,"Het lijkt wel alsof alles waarnaar mensen kunnen verlangen ontmaskerd moet worden , zonder uitzicht .",^q_1_pos,0,
WR-P-P-G0000164/WR-P-P-G-0000083806.p.4.s.4.xml,"Het houten model dat de architect van de kerk had laten maken was verdwenen en de architect zelf , Arnolfo di Cambio , was dood .",^q_1_pos,0,
WR-P-P-G0000165/WR-P-P-G-0000083907.p.5.s.2.xml,De kans dat de club daarentegen voor niets een vergelijkbare vervanger aan zal kunnen trekken lijkt uitgesloten .,^q_1_pos,0,
WR-P-P-G0000168/WR-P-P-G-0000085301.p.3.s.4.xml,"Ontmoetingsplaatsen waar terreurdaden worden voorbereid moeten kunnen worden gesloten , ook als het om moskeeën gaat .",^q_1_pos,0,
WR-P-P-G0000169/WR-P-P-G-0000085608.p.7.s.2.xml,"Zowel de Inspectie van het Onderwijs als de Inspectie Verkeer &amp; Waterstaat acht het daarom "" overtuigend aangetoond '' dat de betrokken docent in december en januari "" tijdens meerdere lessen '' de "" examens die nog afgenomen moesten worden heeft gepresenteerd '' .",^q_1_pos,0,
WR-P-P-G0000169/WR-P-P-G-0000085717.p.2.s.1.xml,Wat misschien had moeten worden benadrukt is dat de X-43A niet veel groter was dan een surfplank .,^q_1_pos,0,
WR-P-P-G0000169/WR-P-P-G-0000085871.p.8.s.2.xml,"Maar je wilt jezelf toch ook weer niet verschonen van alles wat in de wereld gebeurt en gewoon een potje van de loterij gaan zitten dromen in plaats van , in plaats van ...",^q_1_pos,0,
WR-P-P-G0000171/WR-P-P-G-0000086286.p.5.s.1.xml,"Na afloop van dat optreden begaf Bush zich naar het Pentagon , het ministerie van Defensie , waar hem meer belastende beelden van gevangenen die werden mishandeld zouden zijn voorgelegd .",^q_1_pos,0,
WR-P-P-G0000171/WR-P-P-G-0000086607.p.3.s.1.xml,Om het momentum van de economie beter in te kunnen schatten moet worden gekeken naar kwartaalcijfers .,^q_1_pos,0,
WR-P-P-G0000172/WR-P-P-G-0000086905.p.4.s.4.xml,Dit is dus de volgorde : begeren - organiseren - genieten .,^q_1_pos,0,
WR-P-P-G0000173/WR-P-P-G-0000087525.p.4.s.2.xml,Een geschiedenis die zich in de nabije toekomst zo zou kunnen voordoen is geënsceneerd en nagespeeld .,^q_1_pos,0,
WR-P-P-G0000175/WR-P-P-G-0000088442.p.8.s.1.xml,Of Sharons minderheidsregering het Gaza-plan daadwerkelijk kan uitvoeren moet betwijfeld worden .,^q_1_pos,0,
WR-P-P-G0000177/WR-P-P-G-0000089117.p.2.s.2.xml,Het geld dat daarmee vrijkomt zou moeten worden besteed aan belastingaftrek .,^q_1_pos,0,
WR-P-P-G0000178/WR-P-P-G-0000089268.p.5.s.2.xml,"Wie zwartgallig zou willen oordelen kan constateren dat het huidige Nederlands elftal sinds 29 mei van dit jaar verloor van België , Ierland ( beide vriendschappelijk ) , Tsjechië en Portugal .",^q_1_pos,0,
WR-P-P-G0000178/WR-P-P-G-0000089573.p.3.s.2.xml,Waar de diamanten vandaan kwamen was onduidelijk en dat is tegen de regels : elke diamant die op de internationale markt verhandeld wordt moet zijn voorzien van een echtheidscertificaat met onder meer vindplaats en - datum .,^q_1_pos,0,
WR-P-P-G0000181/WR-P-P-G-0000090617.p.7.s.3.xml,"De tariefstructuur is gemoderniseerd , de contracteerplicht van instellingen is vervallen en de instellingen hebben enerzijds meer vrijheid gekregen terwijl aan de andere kant de eisen die aan die instellingen en hun besturen kunnen worden gesteld zijn verscherpt .",^q_1_pos,0,
WR-P-P-G0000186/WR-P-P-G-0000092911.p.3.s.4.xml,"Maar "" alle plekken waar licht de duisternis zou moeten doorbreken worden beschermd met de zegels van het staatsgeheim '' , aldus de minister .",^q_1_pos,0,
WR-P-P-G0000186/WR-P-P-G-0000092941.p.8.s.5.xml,Als de hand in eigen boezem gestoken moet worden dan is het op deze vlakken waar moslims in rap tempo aan moeten werken .,^q_1_pos,0,
WR-P-P-G0000186/WR-P-P-G-0000093048.p.11.s.1.xml,"Huberts : "" Een gedragscode die dat zou kunnen regelen werd afgewezen . ''",^q_1_pos,0,
WR-P-P-G0000187/WR-P-P-G-0000093508.p.3.s.3.xml,"Het lukt niet helemaal , want beelden die inderdaad aan Willy's fantasie zouden kunnen ontspruiten worden onderbroken door scènes die hij onmogelijk zelf kan hebben bedacht .",^q_1_pos,0,
WR-P-P-G0000188/WR-P-P-G-0000093636.p.3.s.1.xml,Dat wij uiteindelijk zijn vrijgesproken zou zijn geweest om ` diplomatieke problemen ' te voorkomen is een gotspe .,^q_1_pos,0,
WR-P-P-G0000189/WR-P-P-G-0000093939.p.4.s.2.xml,Korte putts die gemaakt móesten worden werden gemaakt en bij tijd en wijle verdween er een langere putt in de hole .,^q_1_pos,0,
WR-P-P-G0000192/WR-P-P-G-0000095328.p.6.s.7.xml,""" Jongeren die in de problemen zijn gekomen kunnen opgevangen worden door jongerenwerkers .",^q_1_pos,0,
WR-P-P-G0000193/WR-P-P-G-0000095647.p.18.s.8.xml,En de tentoonstelling die vorig jaar in Den Haag over hem te zien was moet gaan reizen .,^q_1_pos,0,
WR-P-P-G0000193/WR-P-P-G-0000095800.p.1.s.2.xml,Zij wil iedereen die minder dan acht jaar van de leerplichtige leeftijd in Nederland op school is geweest verplicht laten inburgeren .,^q_1_pos,0,
WR-P-P-G0000193/WR-P-P-G-0000095839.p.3.s.3.xml,Reizigers die de komende maanden zouden gaan vliegen kunnen rekenen op een soortgelijke regeling .,^q_1_pos,0,
WR-P-P-G0000195/WR-P-P-G-0000096576.p.10.s.4.xml,""" Het weinige dat in die processen is bereikt zal worden tenietgedaan .",^q_1_pos,0,
WR-P-P-G0000195/WR-P-P-G-0000096843.p.12.s.4.xml,"Omdat we daarmee ook het gevoel dat het huwelijk ` heilig ' zou kunnen zijn verloren hebben , geen plaats meer weten te geven aan lijden , geen houding weten te vinden tegenover de dood .",^q_1_pos,0,
WR-P-P-G0000197/WR-P-P-G-0000097670.p.8.s.2.xml,In kraakbeen oorbellen schieten zou verboden moeten worden .,^q_1_pos,0,
WR-P-P-G0000198/WR-P-P-G-0000097882.p.1.s.3.xml,"Heel veel van wat nu kantoorwerk , witteboordenarbeid , of kenniswerk wordt genoemd zal worden overgenomen door computers , microchips , netwerken en expertsystemen .",^q_1_pos,0,
WR-P-P-G0000199/WR-P-P-G-0000098615.p.2.s.12.xml,Maar ik vond destijds dat slachter Milosevic na jaren gruweldaden in de Balkan te hebben gepleegd gestopt moest worden .,^q_1_pos,0,
WR-P-P-G0000200/WR-P-P-G-0000099058.p.8.s.3.xml,De beloften die voor de oorlog zijn gedaan moeten worden vervuld .,^q_1_pos,0,
WR-P-P-G0000204/WR-P-P-G-0000100610.p.4.s.1.xml,"Op de site bevindt zich een weekoverzicht waarin bijna alle films die op de Nederlandse televisie zullen worden uitgezonden zijn opgenomen , ook die van de Belgische en Engelse zenders .",^q_1_pos,0,
WR-P-P-G0000209/WR-P-P-G-0000102752.p.10.s.5.xml,De ware reis is de reis van de tekst en wie mee wil reizen zal moeten lezen .,^q_1_pos,0,
WR-P-P-G0000217/WR-P-P-G-0000105832.p.15.s.6.xml,"Iedereen die van terrorisme wordt verdacht kan worden opgepakt , zonder tussenkomst van een advocaat .",^q_1_pos,0,
WR-P-P-G0000218/WR-P-P-G-0000106479.p.10.s.6.xml,De manager die de voogd zou hebben teruggefloten is vertrokken bij jeugdzorg en men heeft besloten dat managers zich in de toekomst niet meer op deze manier met zaken mogen bemoeien .,^q_1_pos,0,
WR-P-P-G0000218/WR-P-P-G-0000106537.p.3.s.1.xml,In hoeverre dat in de praktijk zal lukken moet worden afgewacht .,^q_1_pos,0,
WR-P-P-G0000221/WR-P-P-G-0000107577.p.12.s.2.xml,"Maar om de opdracht te formuleren moest een speciale raadscommissie worden gevormd , en de vergadering waarin die commissie had moeten worden ingesteld ging gisteravond nog even niet door .",^q_1_pos,0,
WR-P-P-G0000230/WR-P-P-G-0000111585.p.15.s.1.xml,"' Redelijk onkuis ' , en ' een oneerlijke vraag ' , vindt Josien Folbert de vraag van Janse aan Nederlandse imams of er in Mekka niet een kerk gebouwd zou moeten kunnen worden .",^q_1_pos,1,
WR-P-P-G0000230/WR-P-P-G-0000111732.p.17.s.7.xml,Vandaar dat er al langer een debat bezig is over de vraag of die souvereiniteit soms niet gebroken zou moeten kunnen worden door ' humanitaire interventies ' .,^q_1_pos,1,
WR-P-P-G0000240/WR-P-P-G-0000115930.p.1.s.2.xml,De leider van de CSU zei zondag dat de inspanning die mensen hebben geleverd door kinderen te krijgen en op te voeden zou moeten worden beloond met ' een kinderpensioen ' .,^q_1_pos,0,
WR-P-P-G0000243/WR-P-P-G-0000117144.p.1.s.1.xml,Vooropgesteld : de kogelregen die het redactielokaal van het blad Quote afgelopen weekeinde heeft getroffen moet worden vertaald als een ernstige en verwerpelijke vorm van intimidatie en geweld tegen journalisten .,^q_1_pos,0,
WR-P-P-G0000244/WR-P-P-G-0000117623.p.24.s.9.xml,Het opeisen zou bedoeld kunnen zijn voor de eigen achterban .,^q_1_pos,0,
WR-P-P-G0000246/WR-P-P-G-0000118577.p.20.s.2.xml,"Hoe dat gaat werken moet worden afgewacht , maar het is een antwoord op de ongewenste eenzijdige samenstelling van buurten . ''",^q_1_pos,0,
WR-P-P-G0000249/WR-P-P-G-0000119891.p.2.s.1.xml,Door ' bloedgeld ' in de vorm van financiële compensatie aan te bieden zou kunnen worden voorkomen dat familieleden van de omgekomen Irakees wraak nemen op de in Irak gelegerde Nederlandse militairen .,^q_1_pos,0,
WR-P-P-G0000254/WR-P-P-G-0000121939.p.9.s.2.xml,Wie in de jaren tachtig een bloedtransfusie heeft gehad zal worden opgeroepen zich te laten testen .,^q_1_pos,0,
WR-P-P-G0000255/WR-P-P-G-0000122452.p.4.s.1.xml,"De periode dat het Turkse verzoek tot de EU toe te mogen treden kon worden afgehouden door ' nog niet ' te antwoorden , loopt dan ook ten einde .",^q_1_pos,0,
WR-P-P-G0000257/WR-P-P-G-0000123135.p.4.s.5.xml,"Waar vrijheden worden misbruikt moet worden opgetreden , maar de vrijheid zelf mag er niet voor worden opgeofferd . ''",^q_1_pos,0,
WR-P-P-G0000259/WR-P-P-G-0000123749.p.3.s.10.xml,"Zodat ' bloed kleven ' aan de handen van Marres , die op de kandidatenlijst de stad toch nog opgevrolijkt de Amsterdamse wethouder Duco van de PvdA stond , vond zou worden met de bootjes en de Stadig van ruimtelijke ordening. dat hij nu wel in de gemeenteraad gemeente iets voor het geld zou Die woorden nam Nicolaïgisteren kon gaan zitten toen daar een terugzien .",^q_1_pos,0,
WR-P-P-G0000260/WR-P-P-G-0000124140.p.2.s.2.xml,"Van mensen die zich recent in ons land hebben gevestigd mag verlangd worden dat zij zich verdiepen in de Nederlandse taal en gewoonten en zelfs dat zij , indien sprake is van vrijwillige immigratie , de kosten van het inburgeringsprogramma(deels) zelf betalen .",^q_1_pos,0,
WR-P-P-G0000262/WR-P-P-G-0000125055.p.4.s.2.xml,"Zij kunnen aanspraak makenop een voorschot op een schadevergoeding van ruim 16 000 euro , die binnen acht weken nadat de ziekte is vastgesteld kan worden uitgekeerd .",^q_1_pos,0,
WR-P-P-G0000262/WR-P-P-G-0000125136.p.7.s.1.xml,De hand moet in eigen boezem gestoken .,^q_1_pos,0,
WR-P-P-G0000262/WR-P-P-G-0000125159.p.2.s.1.xml,"Mozambique krijgt een nieuwe computer en een nieuw managementsysteem zodat iedere eurocent die door de Nederlandse belastingbetaler wordt gegeven kan worden verantwoord , stelt Ferrier tevreden vast .",^q_1_pos,0,
WR-P-P-G0000265/WR-P-P-G-0000126130.p.1.s.5.xml,Ook andere betrokkenen als het classificatiebureau dat een tanker heeft gekeurd kunnen worden aangepakt .,^q_1_pos,0,
WR-P-P-G0000266/WR-P-P-G-0000126735.p.5.s.1.xml,""" De hand in eigen boezem steken komt nauwelijks voor .",^q_1_pos,0,
WR-P-P-G0000268/WR-P-P-G-0000127315.p.6.s.3.xml,Toen in 1901 de Woningwet werd aangenomen kon begonnen worden met de bouw van degelijke woningen . ',^q_1_pos,0,
WR-P-P-G0000270/WR-P-P-G-0000128179.p.8.s.12.xml,Zijn vrouw en twee kinderen die dat niet hadden kunnen doen waren omgekomen onder het puin .,^q_1_pos,0,
WR-P-P-G0000272/WR-P-P-G-0000129023.p.5.s.1.xml,"De discussie over of je een fascist ondanks een prachtige stijl en een bewonderingsbare creativiteit een ' dichter ' kunt noemen moet afgebroken worden , omdat we met Önder boven gaan zitten .",^q_1_pos,0,
WR-P-P-G0000272/WR-P-P-G-0000129212.p.1.s.9.xml,Het geld dat daardoor vrijkomt zou moeten worden besteed aan kansrijke ontwikkelingen in de Randstad .,^q_1_pos,0,
WR-P-P-G0000273/WR-P-P-G-0000129664.p.8.s.1.xml,Of de hulpverlening in de situatie van Savanna gefaald heeft zal moeten blijken .,^q_1_pos,0,
WR-P-P-G0000278/WR-P-P-G-0000131454.p.6.s.3.xml,"Het belangrijkste waarvan ik verstoken zou zijn geweest was de opmerking van Wouter Bos dat hij best resultaat-gerichte pakketten wil onderzoeken , ' behalve als de resultaten van de resultaat-gerichte pakketten nog slechter zijn dan de resultaten van de niet-resultaat-gerichte pakketten ' .",^q_1_pos,0,
WR-P-P-G0000279/WR-P-P-G-0000132140.p.7.s.1.xml,"Toen haar zes jaar geleden werd gevraagd hoe ze herinnerd zou willen worden zei - inmiddels - Dr. Nina Simone : ' Als een diva van begin tot eind , die nooit een compromis heeft gesloten in haar gevoel over hoe de wereld eruit moet zien . '",^q_1_pos,0,
WR-P-P-G0000281/WR-P-P-G-0000132949.p.2.s.2.xml,"De laatste keer dat dat vanuit Nederland te zien had moeten zijn was in 1973 , maar tijdens de bewuste dag was het in het hele land bewolkt , aldus de sterrenwacht .",^q_1_pos,0,
WR-P-P-G0000281/WR-P-P-G-0000132977.p.10.s.2.xml,"De vader van de geredde Mustafa Günala , Abdullah , zei : ' De stal die ik heb gebouwd is blijven staan , maar deze school stortte in . '",^q_1_pos,0,
WR-P-P-G0000281/WR-P-P-G-0000132980.p.26.s.1.xml,De hand in eigen boezem steken is niet de favoriete bezigheid van Spaanse kerkleiders .,^q_1_pos,0,
WR-P-P-G0000282/WR-P-P-G-0000133572.p.1.s.3.xml,"Sharon zei alleen vrede te willen sluiten met de Palestijnen als deze hun eis dat alle Palestijnen die uit Israël gevlucht zijn moeten kunnen terugkeren , laten vallen .",^q_1_pos,!0,
WR-P-P-G0000284/WR-P-P-G-0000134321.p.3.s.1.xml,"Elk wapen dat voor de grijp ligt mag worden ingezet om de tegenstander op zijn knieën te brengen , met inbegrip van autodeuren , gloeilampen , prikkeldraad , verkeersborden en het barbecue-stel ( liefst brandend ) .",^q_1_pos,0,
WR-P-P-G0000289/WR-P-P-G-0000136199.p.25.s.2.xml,Het plan voor een staatsgreep dat bij leden van de terreurgroep werd gevonden moet zijn ingestoken door infiltranten om de beweging in diskrediet te brengen .,^q_1_pos,0,
WR-P-P-G0000294/WR-P-P-G-0000138514.p.15.s.8.xml,Het minste wat ze hadden kunnen doen is kijken wat die man voor figuur was .,^q_1_pos,0,
WR-P-P-G0000296/WR-P-P-G-0000139334.p.8.s.4.xml,Om dat te bewerkstelligen zal gesneden moeten worden in onder andere de mogelijkheden van een zogenaamd prepensioen en zal de vervroegde uittreding minder aantrekkelijk gemaakt moeten worden .,^q_1_pos,0,
WR-P-P-G0000298/WR-P-P-G-0000140227.p.2.s.4.xml,"Wij hebben het ook gehad over de consequenties van ons advies , namelijk dat geheel opnieuw met ontwerpen begonnen zou moeten worden .",^q_1_pos,0,
WR-P-P-G0000300/WR-P-P-G-0000141332.p.1.s.2.xml,De Liberiaanse rebellengroep LURD heeft vrijdag gezegd dat elke vredesmacht die vóór het aftreden van president Charles Taylor wordt geïnstalleerd voorbereid moet zijn op een conflict met de rebellen .,^q_1_pos,0,
WR-P-P-G0000301/WR-P-P-G-0000141753.p.13.s.4.xml,Wat Amerika moet doen is laten zien dat zijn samenwerking is gebaseerd op overtuiging en niet op bevel .,^q_1_pos,0,
WR-P-P-G0000305/WR-P-P-G-0000143526.p.5.s.2.xml,Vooral in mensen die net hun baan kwijt zijn geraakt moet geïnvesteerd worden .,^q_1_pos,0,
WR-P-P-G0000308/WR-P-P-G-0000144734.p.2.s.3.xml,"Muzikanten die er zouden kunnen gaan optreden zijn Nederlandse toppers als Benjamin Herman en Michiel Borstlap , maar ook internationale sterren als John Scofield , Brad Mehldau en Roy Hargrove .",^q_1_pos,0,
WR-P-P-G0000310/WR-P-P-G-0000145822.p.3.s.2.xml,"' Iedereen die geen identiteitsbewijs kon laten zien is opgepakt , wel tweehonderd mensen ' , zei Ibrahim Hussein , getuige van de actie .",^q_1_pos,0,
WR-P-P-G0000314/WR-P-P-G-0000147516.p.8.s.1.xml,Ieder CAO die wordt afgesloten moet worden aangemeld bij het ministerie van Sociale Zaken en Werkgelegenheid .,^q_1_pos,0,
WR-P-P-G0000317/WR-P-P-G-0000149106.p.2.s.1.xml,Wat hij had moeten doen is voorkomen dat er zoiets uit zou voortvloeien .,^q_1_pos,0,
WR-P-P-G0000322/WR-P-P-G-0000151081.p.6.s.1.xml,Maar uit onderzoek dat de commissie heeft laten doen is gebleken dat ruim een kwart van de middelbare scholieren niet wil gaan studeren als ze alle kosten moeten terugbetalen .,^q_1_pos,0,
